Date/Time,node,lat,lon,fill_level
2020-01-01 08:09:25,Node 4,31.530285,74.390065,Empty
2020-01-04 20:02:28,Node 7,31.462726,74.214801,Overflowing
2020-01-04 18:39:59,Node 3,31.417459,74.315264,Empty
2020-01-02 11:29:19,Node 6,31.432421,74.37853,Empty
2020-01-01 03:51:54,Node 6,31.432421,74.37853,Overflowing
2020-01-01 20:15:47,Node 0,31.47043,74.271212,Empty
2020-01-04 07:20:15,Node 2,31.425765,74.254321,Full
2020-01-01 13:17:15,Node 9,31.541323,74.251488,Normal
2020-01-04 15:04:02,Node 8,31.530905,74.339651,Full
2020-01-01 00:15:17,Node 9,31.541323,74.251488,Full
2020-01-02 06:14:55,Node 9,31.541323,74.251488,Overflowing
2020-01-01 12:44:39,Node 4,31.530285,74.390065,Normal
2020-01-01 23:46:27,Node 3,31.417459,74.315264,Normal
2020-01-02 23:29:45,Node 9,31.541323,74.251488,Overflowing
2020-01-03 17:37:24,Node 9,31.541323,74.251488,Full
2020-01-03 11:19:39,Node 4,31.530285,74.390065,Full
2020-01-01 07:56:00,Node 9,31.541323,74.251488,Overflowing
2020-01-02 12:24:21,Node 6,31.432421,74.37853,Empty
2020-01-03 03:55:23,Node 4,31.530285,74.390065,Overflowing
2020-01-03 16:33:16,Node 9,31.541323,74.251488,Full
2020-01-04 15:23:47,Node 2,31.425765,74.254321,Empty
2020-01-04 09:43:28,Node 4,31.530285,74.390065,Overflowing
2020-01-03 06:06:17,Node 6,31.432421,74.37853,Normal
2020-01-04 18:46:40,Node 8,31.530905,74.339651,Empty
2020-01-04 01:20:06,Node 9,31.541323,74.251488,Overflowing
2020-01-02 16:45:50,Node 4,31.530285,74.390065,Overflowing
2020-01-01 20:49:40,Node 0,31.47043,74.271212,Normal
2020-01-02 16:35:42,Node 1,31.390499,74.300994,Overflowing
2020-01-04 01:15:49,Node 4,31.530285,74.390065,Normal
2020-01-01 00:42:14,Node 9,31.541323,74.251488,Normal
2020-01-04 15:46:56,Node 9,31.541323,74.251488,Full
2020-01-03 13:16:32,Node 9,31.541323,74.251488,Full
2020-01-03 22:17:38,Node 9,31.541323,74.251488,Empty
2020-01-04 14:36:28,Node 9,31.541323,74.251488,Empty
2020-01-01 13:00:57,Node 4,31.530285,74.390065,Empty
2020-01-02 16:19:46,Node 3,31.417459,74.315264,Full
2020-01-01 15:31:31,Node 1,31.390499,74.300994,Empty
2020-01-02 07:10:20,Node 9,31.541323,74.251488,Overflowing
2020-01-01 17:46:01,Node 8,31.530905,74.339651,Normal
2020-01-04 00:17:15,Node 3,31.417459,74.315264,Normal
2020-01-03 15:08:16,Node 4,31.530285,74.390065,Normal
2020-01-03 08:03:25,Node 8,31.530905,74.339651,Empty
2020-01-02 08:21:48,Node 9,31.541323,74.251488,Full
2020-01-04 23:57:14,Node 5,31.482454,74.312273,Full
2020-01-02 11:46:43,Node 2,31.425765,74.254321,Full
2020-01-03 11:07:03,Node 6,31.432421,74.37853,Overflowing
2020-01-01 07:04:40,Node 6,31.432421,74.37853,Empty
2020-01-03 06:35:08,Node 0,31.47043,74.271212,Full
2020-01-01 04:18:05,Node 1,31.390499,74.300994,Overflowing
2020-01-03 07:00:23,Node 7,31.462726,74.214801,Overflowing
2020-01-02 21:07:16,Node 1,31.390499,74.300994,Full
2020-01-04 18:46:16,Node 3,31.417459,74.315264,Empty
2020-01-03 21:14:45,Node 0,31.47043,74.271212,Full
2020-01-02 18:07:05,Node 3,31.417459,74.315264,Normal
2020-01-02 01:07:15,Node 7,31.462726,74.214801,Overflowing
2020-01-04 10:02:00,Node 9,31.541323,74.251488,Overflowing
2020-01-04 19:09:00,Node 2,31.425765,74.254321,Overflowing
2020-01-04 19:18:47,Node 7,31.462726,74.214801,Full
2020-01-03 00:28:27,Node 3,31.417459,74.315264,Full
2020-01-02 17:39:41,Node 9,31.541323,74.251488,Normal
2020-01-02 12:25:45,Node 5,31.482454,74.312273,Empty
2020-01-03 09:37:37,Node 8,31.530905,74.339651,Full
2020-01-02 00:30:12,Node 3,31.417459,74.315264,Normal
2020-01-02 21:04:24,Node 3,31.417459,74.315264,Normal
2020-01-01 00:07:01,Node 0,31.47043,74.271212,Normal
2020-01-03 18:57:35,Node 7,31.462726,74.214801,Empty
2020-01-01 22:24:28,Node 5,31.482454,74.312273,Full
2020-01-01 12:09:03,Node 3,31.417459,74.315264,Normal
2020-01-01 11:55:39,Node 8,31.530905,74.339651,Full
2020-01-03 17:46:26,Node 2,31.425765,74.254321,Empty
2020-01-03 10:05:29,Node 4,31.530285,74.390065,Overflowing
2020-01-03 02:22:53,Node 0,31.47043,74.271212,Overflowing
2020-01-01 12:53:11,Node 7,31.462726,74.214801,Normal
2020-01-04 20:26:21,Node 9,31.541323,74.251488,Full
2020-01-02 18:07:25,Node 8,31.530905,74.339651,Full
2020-01-04 16:10:43,Node 5,31.482454,74.312273,Empty
2020-01-04 22:20:33,Node 5,31.482454,74.312273,Empty
2020-01-01 06:08:51,Node 1,31.390499,74.300994,Normal
2020-01-04 05:05:53,Node 0,31.47043,74.271212,Empty
2020-01-03 00:22:58,Node 1,31.390499,74.300994,Empty
2020-01-02 17:12:32,Node 8,31.530905,74.339651,Overflowing
2020-01-01 06:04:54,Node 7,31.462726,74.214801,Overflowing
2020-01-03 20:41:59,Node 2,31.425765,74.254321,Full
2020-01-04 04:45:18,Node 2,31.425765,74.254321,Empty
2020-01-01 12:07:40,Node 6,31.432421,74.37853,Overflowing
2020-01-01 08:49:47,Node 1,31.390499,74.300994,Normal
2020-01-01 17:46:42,Node 9,31.541323,74.251488,Empty
2020-01-02 19:36:50,Node 3,31.417459,74.315264,Empty
2020-01-04 12:19:47,Node 9,31.541323,74.251488,Overflowing
2020-01-02 13:13:41,Node 3,31.417459,74.315264,Empty
2020-01-02 12:53:10,Node 8,31.530905,74.339651,Full
2020-01-01 21:20:50,Node 2,31.425765,74.254321,Empty
2020-01-01 16:52:26,Node 3,31.417459,74.315264,Normal
2020-01-02 11:26:52,Node 4,31.530285,74.390065,Full
2020-01-02 23:01:56,Node 7,31.462726,74.214801,Normal
2020-01-01 13:07:35,Node 5,31.482454,74.312273,Overflowing
2020-01-04 12:10:35,Node 2,31.425765,74.254321,Empty
2020-01-02 15:27:31,Node 1,31.390499,74.300994,Overflowing
2020-01-04 05:48:54,Node 9,31.541323,74.251488,Normal
2020-01-03 04:50:17,Node 9,31.541323,74.251488,Overflowing
2020-01-04 12:19:41,Node 0,31.47043,74.271212,Normal
2020-01-03 06:52:13,Node 7,31.462726,74.214801,Full
2020-01-01 05:18:12,Node 0,31.47043,74.271212,Normal
2020-01-03 11:38:40,Node 4,31.530285,74.390065,Normal
2020-01-04 15:28:14,Node 2,31.425765,74.254321,Empty
2020-01-02 03:33:21,Node 0,31.47043,74.271212,Overflowing
2020-01-04 08:44:10,Node 0,31.47043,74.271212,Empty
2020-01-01 08:35:23,Node 1,31.390499,74.300994,Full
2020-01-01 20:58:50,Node 5,31.482454,74.312273,Empty
2020-01-01 05:37:03,Node 9,31.541323,74.251488,Full
2020-01-04 23:58:42,Node 3,31.417459,74.315264,Empty
2020-01-03 12:33:14,Node 8,31.530905,74.339651,Full
2020-01-04 19:09:51,Node 5,31.482454,74.312273,Empty
2020-01-02 03:36:32,Node 3,31.417459,74.315264,Full
2020-01-03 14:49:00,Node 9,31.541323,74.251488,Normal
2020-01-04 14:41:20,Node 0,31.47043,74.271212,Overflowing
2020-01-04 00:47:18,Node 2,31.425765,74.254321,Overflowing
2020-01-04 09:42:12,Node 8,31.530905,74.339651,Overflowing
2020-01-04 00:37:12,Node 9,31.541323,74.251488,Normal
2020-01-02 04:18:47,Node 4,31.530285,74.390065,Empty
2020-01-02 19:09:26,Node 6,31.432421,74.37853,Empty
2020-01-01 06:20:03,Node 9,31.541323,74.251488,Full
2020-01-03 15:05:49,Node 8,31.530905,74.339651,Empty
2020-01-04 20:23:07,Node 3,31.417459,74.315264,Full
2020-01-03 13:43:09,Node 2,31.425765,74.254321,Full
2020-01-03 20:39:01,Node 3,31.417459,74.315264,Empty
2020-01-01 08:53:04,Node 4,31.530285,74.390065,Full
2020-01-02 11:37:56,Node 9,31.541323,74.251488,Normal
2020-01-01 02:26:34,Node 2,31.425765,74.254321,Overflowing
2020-01-01 17:12:27,Node 5,31.482454,74.312273,Full
2020-01-03 20:45:21,Node 7,31.462726,74.214801,Empty
2020-01-04 07:33:05,Node 1,31.390499,74.300994,Full
2020-01-03 17:16:17,Node 0,31.47043,74.271212,Empty
2020-01-03 05:15:43,Node 9,31.541323,74.251488,Empty
2020-01-02 00:55:47,Node 8,31.530905,74.339651,Normal
2020-01-04 19:44:43,Node 0,31.47043,74.271212,Full
2020-01-04 11:02:02,Node 0,31.47043,74.271212,Full
2020-01-04 20:53:02,Node 0,31.47043,74.271212,Normal
2020-01-04 10:11:22,Node 5,31.482454,74.312273,Full
2020-01-04 13:56:49,Node 4,31.530285,74.390065,Normal
2020-01-04 09:26:34,Node 1,31.390499,74.300994,Normal
2020-01-04 14:16:52,Node 8,31.530905,74.339651,Overflowing
2020-01-02 06:37:52,Node 8,31.530905,74.339651,Overflowing
2020-01-02 04:46:27,Node 8,31.530905,74.339651,Normal
2020-01-01 23:09:11,Node 0,31.47043,74.271212,Overflowing
2020-01-01 22:19:47,Node 7,31.462726,74.214801,Overflowing
2020-01-02 13:30:12,Node 9,31.541323,74.251488,Normal
2020-01-02 14:13:10,Node 2,31.425765,74.254321,Normal
2020-01-01 06:20:57,Node 7,31.462726,74.214801,Full
2020-01-01 01:40:38,Node 6,31.432421,74.37853,Overflowing
2020-01-02 16:36:33,Node 8,31.530905,74.339651,Overflowing
2020-01-02 01:11:26,Node 4,31.530285,74.390065,Empty
2020-01-02 13:49:51,Node 7,31.462726,74.214801,Normal
2020-01-04 10:27:52,Node 0,31.47043,74.271212,Empty
2020-01-03 01:11:19,Node 0,31.47043,74.271212,Overflowing
2020-01-04 01:59:13,Node 6,31.432421,74.37853,Full
2020-01-04 00:12:05,Node 9,31.541323,74.251488,Empty
2020-01-03 18:45:39,Node 2,31.425765,74.254321,Overflowing
2020-01-02 10:17:44,Node 5,31.482454,74.312273,Full
2020-01-01 19:42:24,Node 5,31.482454,74.312273,Normal
2020-01-02 07:27:22,Node 6,31.432421,74.37853,Empty
2020-01-03 05:26:17,Node 0,31.47043,74.271212,Overflowing
2020-01-01 20:35:26,Node 5,31.482454,74.312273,Normal
2020-01-04 14:15:08,Node 6,31.432421,74.37853,Normal
2020-01-01 11:26:45,Node 9,31.541323,74.251488,Empty
2020-01-04 01:23:00,Node 5,31.482454,74.312273,Empty
2020-01-02 03:29:00,Node 0,31.47043,74.271212,Full
2020-01-02 12:49:04,Node 2,31.425765,74.254321,Overflowing
2020-01-03 03:21:43,Node 9,31.541323,74.251488,Normal
2020-01-04 12:21:57,Node 3,31.417459,74.315264,Empty
2020-01-03 22:40:18,Node 1,31.390499,74.300994,Normal
2020-01-01 09:34:57,Node 0,31.47043,74.271212,Normal
2020-01-02 23:19:59,Node 1,31.390499,74.300994,Normal
2020-01-03 15:07:21,Node 1,31.390499,74.300994,Empty
2020-01-01 14:50:39,Node 1,31.390499,74.300994,Full
2020-01-03 08:23:14,Node 4,31.530285,74.390065,Normal
2020-01-02 02:16:53,Node 9,31.541323,74.251488,Full
2020-01-04 13:46:31,Node 8,31.530905,74.339651,Overflowing
2020-01-02 12:14:17,Node 2,31.425765,74.254321,Empty
2020-01-03 10:02:16,Node 0,31.47043,74.271212,Overflowing
2020-01-03 05:25:41,Node 4,31.530285,74.390065,Empty
2020-01-04 10:08:30,Node 8,31.530905,74.339651,Overflowing
2020-01-03 17:24:38,Node 2,31.425765,74.254321,Normal
2020-01-04 08:15:52,Node 9,31.541323,74.251488,Normal
2020-01-04 19:48:29,Node 3,31.417459,74.315264,Normal
2020-01-03 03:06:47,Node 9,31.541323,74.251488,Empty
2020-01-04 11:43:56,Node 4,31.530285,74.390065,Full
2020-01-01 01:33:59,Node 1,31.390499,74.300994,Full
2020-01-03 17:48:39,Node 4,31.530285,74.390065,Normal
2020-01-04 00:59:47,Node 5,31.482454,74.312273,Overflowing
2020-01-04 09:22:13,Node 2,31.425765,74.254321,Full
2020-01-02 12:39:28,Node 0,31.47043,74.271212,Empty
2020-01-01 15:30:23,Node 5,31.482454,74.312273,Normal
2020-01-02 14:20:21,Node 3,31.417459,74.315264,Overflowing
2020-01-01 13:02:20,Node 3,31.417459,74.315264,Overflowing
2020-01-03 13:16:23,Node 8,31.530905,74.339651,Normal
2020-01-04 05:54:01,Node 6,31.432421,74.37853,Normal
2020-01-01 04:55:12,Node 2,31.425765,74.254321,Full
2020-01-04 07:47:45,Node 0,31.47043,74.271212,Overflowing
2020-01-01 16:54:45,Node 3,31.417459,74.315264,Overflowing
2020-01-02 20:29:51,Node 6,31.432421,74.37853,Overflowing
2020-01-04 01:48:55,Node 2,31.425765,74.254321,Overflowing
2020-01-02 23:25:55,Node 0,31.47043,74.271212,Normal
2020-01-02 06:22:38,Node 8,31.530905,74.339651,Overflowing
2020-01-04 06:34:55,Node 9,31.541323,74.251488,Empty
2020-01-01 17:09:44,Node 3,31.417459,74.315264,Empty
2020-01-04 03:50:59,Node 0,31.47043,74.271212,Overflowing
2020-01-02 13:33:40,Node 7,31.462726,74.214801,Overflowing
2020-01-04 09:38:08,Node 7,31.462726,74.214801,Full
2020-01-01 07:09:45,Node 6,31.432421,74.37853,Full
2020-01-01 19:12:42,Node 6,31.432421,74.37853,Full
2020-01-04 16:09:44,Node 5,31.482454,74.312273,Normal
2020-01-02 07:03:17,Node 5,31.482454,74.312273,Empty
2020-01-02 17:14:53,Node 6,31.432421,74.37853,Full
2020-01-02 17:42:11,Node 7,31.462726,74.214801,Empty
2020-01-03 05:10:19,Node 8,31.530905,74.339651,Normal
2020-01-01 16:48:18,Node 7,31.462726,74.214801,Empty
2020-01-03 21:15:06,Node 8,31.530905,74.339651,Normal
2020-01-02 17:28:29,Node 9,31.541323,74.251488,Empty
2020-01-01 00:56:20,Node 6,31.432421,74.37853,Full
2020-01-03 21:57:49,Node 9,31.541323,74.251488,Normal
2020-01-02 15:50:39,Node 6,31.432421,74.37853,Normal
2020-01-04 15:10:44,Node 4,31.530285,74.390065,Normal
2020-01-03 07:27:35,Node 2,31.425765,74.254321,Overflowing
2020-01-02 16:08:40,Node 4,31.530285,74.390065,Overflowing
2020-01-01 01:17:34,Node 8,31.530905,74.339651,Overflowing
2020-01-01 17:50:08,Node 6,31.432421,74.37853,Overflowing
2020-01-03 10:16:30,Node 4,31.530285,74.390065,Empty
2020-01-02 00:40:20,Node 0,31.47043,74.271212,Full
2020-01-03 21:48:00,Node 3,31.417459,74.315264,Normal
2020-01-01 07:46:08,Node 4,31.530285,74.390065,Normal
2020-01-04 01:26:18,Node 5,31.482454,74.312273,Normal
2020-01-04 03:33:21,Node 3,31.417459,74.315264,Empty
2020-01-03 10:53:07,Node 7,31.462726,74.214801,Full
2020-01-03 05:45:23,Node 0,31.47043,74.271212,Empty
2020-01-01 15:35:56,Node 0,31.47043,74.271212,Full
2020-01-04 21:42:45,Node 5,31.482454,74.312273,Normal
2020-01-01 00:01:10,Node 0,31.47043,74.271212,Empty
2020-01-01 05:28:36,Node 6,31.432421,74.37853,Full
2020-01-04 20:01:26,Node 8,31.530905,74.339651,Normal
2020-01-01 06:39:01,Node 5,31.482454,74.312273,Empty
2020-01-04 15:29:52,Node 3,31.417459,74.315264,Normal
2020-01-01 12:36:06,Node 8,31.530905,74.339651,Overflowing
2020-01-02 07:39:20,Node 4,31.530285,74.390065,Empty
2020-01-04 18:19:55,Node 5,31.482454,74.312273,Normal
2020-01-01 01:07:29,Node 2,31.425765,74.254321,Normal
2020-01-01 04:45:34,Node 7,31.462726,74.214801,Full
2020-01-01 00:16:10,Node 8,31.530905,74.339651,Overflowing
2020-01-01 11:36:52,Node 8,31.530905,74.339651,Full
2020-01-03 19:24:23,Node 2,31.425765,74.254321,Overflowing
2020-01-01 11:22:41,Node 8,31.530905,74.339651,Overflowing
2020-01-03 16:33:59,Node 1,31.390499,74.300994,Overflowing
2020-01-04 16:32:28,Node 7,31.462726,74.214801,Empty
2020-01-04 07:04:20,Node 5,31.482454,74.312273,Overflowing
2020-01-02 20:42:05,Node 8,31.530905,74.339651,Normal
2020-01-02 23:12:01,Node 9,31.541323,74.251488,Overflowing
2020-01-03 11:57:25,Node 9,31.541323,74.251488,Full
2020-01-01 14:49:20,Node 3,31.417459,74.315264,Empty
2020-01-04 16:42:34,Node 1,31.390499,74.300994,Overflowing
2020-01-02 14:32:23,Node 3,31.417459,74.315264,Normal
2020-01-04 01:21:09,Node 1,31.390499,74.300994,Empty
2020-01-02 22:19:23,Node 4,31.530285,74.390065,Normal
2020-01-04 09:29:46,Node 8,31.530905,74.339651,Empty
2020-01-01 10:47:50,Node 7,31.462726,74.214801,Normal
2020-01-01 15:56:57,Node 9,31.541323,74.251488,Full
2020-01-01 03:06:37,Node 7,31.462726,74.214801,Overflowing
2020-01-01 22:46:01,Node 7,31.462726,74.214801,Overflowing
2020-01-04 09:32:09,Node 2,31.425765,74.254321,Normal
2020-01-02 05:47:34,Node 4,31.530285,74.390065,Overflowing
2020-01-01 22:19:48,Node 9,31.541323,74.251488,Empty
2020-01-03 16:26:19,Node 3,31.417459,74.315264,Full
2020-01-01 08:54:08,Node 8,31.530905,74.339651,Normal
2020-01-04 12:26:01,Node 3,31.417459,74.315264,Normal
2020-01-04 14:55:43,Node 1,31.390499,74.300994,Full
2020-01-01 07:11:44,Node 3,31.417459,74.315264,Normal
2020-01-02 08:52:45,Node 6,31.432421,74.37853,Overflowing
2020-01-02 19:20:07,Node 2,31.425765,74.254321,Overflowing
2020-01-04 03:28:57,Node 1,31.390499,74.300994,Normal
2020-01-02 10:04:01,Node 3,31.417459,74.315264,Overflowing
2020-01-04 11:38:09,Node 3,31.417459,74.315264,Overflowing
2020-01-01 08:49:08,Node 1,31.390499,74.300994,Normal
2020-01-04 08:41:33,Node 8,31.530905,74.339651,Full
2020-01-03 04:48:50,Node 6,31.432421,74.37853,Full
2020-01-02 16:25:37,Node 0,31.47043,74.271212,Normal
2020-01-02 13:58:51,Node 7,31.462726,74.214801,Overflowing
2020-01-03 21:11:23,Node 9,31.541323,74.251488,Empty
2020-01-03 22:47:46,Node 5,31.482454,74.312273,Normal
2020-01-04 03:02:48,Node 5,31.482454,74.312273,Normal
2020-01-04 01:06:08,Node 8,31.530905,74.339651,Empty
2020-01-04 19:27:05,Node 5,31.482454,74.312273,Empty
2020-01-03 22:04:55,Node 9,31.541323,74.251488,Full
2020-01-01 08:41:26,Node 0,31.47043,74.271212,Normal
2020-01-03 18:34:14,Node 2,31.425765,74.254321,Empty
2020-01-01 16:18:34,Node 3,31.417459,74.315264,Empty
2020-01-02 00:05:01,Node 2,31.425765,74.254321,Empty
2020-01-04 02:48:29,Node 4,31.530285,74.390065,Normal
2020-01-04 18:22:28,Node 2,31.425765,74.254321,Full
2020-01-04 04:31:18,Node 9,31.541323,74.251488,Empty
2020-01-02 07:23:56,Node 9,31.541323,74.251488,Normal
2020-01-01 10:31:22,Node 9,31.541323,74.251488,Overflowing
2020-01-01 23:41:32,Node 6,31.432421,74.37853,Full
2020-01-01 18:43:32,Node 8,31.530905,74.339651,Overflowing
2020-01-03 17:11:34,Node 0,31.47043,74.271212,Normal
2020-01-02 18:37:41,Node 9,31.541323,74.251488,Empty
2020-01-02 20:44:00,Node 2,31.425765,74.254321,Overflowing
2020-01-04 00:00:32,Node 2,31.425765,74.254321,Empty
2020-01-01 22:12:17,Node 5,31.482454,74.312273,Overflowing
2020-01-01 10:07:45,Node 2,31.425765,74.254321,Overflowing
2020-01-04 12:08:32,Node 8,31.530905,74.339651,Overflowing
2020-01-04 02:14:26,Node 5,31.482454,74.312273,Normal
2020-01-04 03:48:58,Node 1,31.390499,74.300994,Normal
2020-01-02 15:53:37,Node 3,31.417459,74.315264,Full
2020-01-01 02:58:56,Node 2,31.425765,74.254321,Overflowing
2020-01-01 21:24:26,Node 9,31.541323,74.251488,Normal
2020-01-04 16:18:51,Node 5,31.482454,74.312273,Normal
2020-01-03 08:40:47,Node 1,31.390499,74.300994,Overflowing
2020-01-03 01:32:10,Node 9,31.541323,74.251488,Normal
2020-01-03 06:08:36,Node 3,31.417459,74.315264,Normal
2020-01-01 08:26:06,Node 3,31.417459,74.315264,Overflowing
2020-01-01 02:15:16,Node 2,31.425765,74.254321,Overflowing
2020-01-01 21:28:34,Node 1,31.390499,74.300994,Full
2020-01-02 11:28:42,Node 9,31.541323,74.251488,Overflowing
2020-01-04 23:56:22,Node 0,31.47043,74.271212,Normal
2020-01-01 14:50:12,Node 3,31.417459,74.315264,Overflowing
2020-01-02 16:41:14,Node 8,31.530905,74.339651,Overflowing
2020-01-03 05:43:51,Node 7,31.462726,74.214801,Normal
2020-01-03 18:56:46,Node 6,31.432421,74.37853,Normal
2020-01-01 18:02:32,Node 7,31.462726,74.214801,Overflowing
2020-01-01 12:44:39,Node 1,31.390499,74.300994,Normal
2020-01-02 13:52:39,Node 0,31.47043,74.271212,Overflowing
2020-01-02 07:16:12,Node 1,31.390499,74.300994,Overflowing
2020-01-04 11:18:01,Node 4,31.530285,74.390065,Full
2020-01-03 05:14:35,Node 8,31.530905,74.339651,Full
2020-01-03 03:56:09,Node 2,31.425765,74.254321,Overflowing
2020-01-03 12:27:32,Node 4,31.530285,74.390065,Empty
2020-01-03 13:03:24,Node 7,31.462726,74.214801,Normal
2020-01-01 11:18:39,Node 7,31.462726,74.214801,Full
2020-01-04 00:15:16,Node 3,31.417459,74.315264,Empty
2020-01-02 03:10:34,Node 3,31.417459,74.315264,Overflowing
2020-01-04 21:54:30,Node 1,31.390499,74.300994,Empty
2020-01-03 01:24:19,Node 2,31.425765,74.254321,Full
2020-01-04 15:51:59,Node 4,31.530285,74.390065,Empty
2020-01-03 20:13:26,Node 1,31.390499,74.300994,Empty
2020-01-04 19:41:31,Node 4,31.530285,74.390065,Normal
2020-01-04 17:12:34,Node 5,31.482454,74.312273,Empty
2020-01-01 09:31:06,Node 5,31.482454,74.312273,Empty
2020-01-03 03:13:49,Node 4,31.530285,74.390065,Normal
2020-01-02 01:56:20,Node 2,31.425765,74.254321,Normal
2020-01-01 00:28:43,Node 2,31.425765,74.254321,Normal
2020-01-04 00:20:50,Node 5,31.482454,74.312273,Normal
2020-01-03 16:26:36,Node 6,31.432421,74.37853,Empty
2020-01-02 06:06:15,Node 5,31.482454,74.312273,Full
2020-01-02 16:28:34,Node 8,31.530905,74.339651,Empty
2020-01-03 05:29:56,Node 2,31.425765,74.254321,Normal
2020-01-02 03:20:13,Node 8,31.530905,74.339651,Empty
2020-01-03 05:44:14,Node 5,31.482454,74.312273,Normal
2020-01-04 12:14:46,Node 4,31.530285,74.390065,Overflowing
2020-01-04 13:34:51,Node 9,31.541323,74.251488,Full
2020-01-03 04:24:51,Node 6,31.432421,74.37853,Overflowing
2020-01-03 14:40:47,Node 3,31.417459,74.315264,Overflowing
2020-01-03 23:27:57,Node 6,31.432421,74.37853,Normal
2020-01-04 04:22:42,Node 9,31.541323,74.251488,Full
2020-01-02 08:38:30,Node 7,31.462726,74.214801,Empty
2020-01-01 19:54:48,Node 5,31.482454,74.312273,Overflowing
2020-01-04 17:53:03,Node 3,31.417459,74.315264,Full
2020-01-02 12:06:18,Node 8,31.530905,74.339651,Overflowing
2020-01-04 07:06:20,Node 9,31.541323,74.251488,Normal
2020-01-01 00:24:20,Node 0,31.47043,74.271212,Empty
2020-01-02 20:31:17,Node 3,31.417459,74.315264,Overflowing
2020-01-04 06:46:48,Node 6,31.432421,74.37853,Full
2020-01-02 15:45:15,Node 5,31.482454,74.312273,Normal
2020-01-01 01:36:33,Node 6,31.432421,74.37853,Full
2020-01-01 16:29:28,Node 4,31.530285,74.390065,Empty
2020-01-03 17:10:25,Node 4,31.530285,74.390065,Overflowing
2020-01-01 12:47:16,Node 6,31.432421,74.37853,Overflowing
2020-01-03 20:19:18,Node 4,31.530285,74.390065,Empty
2020-01-01 17:59:18,Node 2,31.425765,74.254321,Overflowing
2020-01-01 12:20:29,Node 5,31.482454,74.312273,Full
2020-01-03 13:10:21,Node 4,31.530285,74.390065,Empty
2020-01-04 14:06:15,Node 0,31.47043,74.271212,Overflowing
2020-01-03 02:41:14,Node 4,31.530285,74.390065,Empty
2020-01-01 19:53:36,Node 4,31.530285,74.390065,Empty
2020-01-03 11:42:48,Node 1,31.390499,74.300994,Normal
2020-01-01 07:06:49,Node 2,31.425765,74.254321,Empty
2020-01-01 07:12:50,Node 0,31.47043,74.271212,Overflowing
2020-01-02 02:00:44,Node 0,31.47043,74.271212,Normal
2020-01-01 05:13:24,Node 8,31.530905,74.339651,Normal
2020-01-02 02:36:28,Node 6,31.432421,74.37853,Empty
2020-01-03 18:08:35,Node 5,31.482454,74.312273,Normal
2020-01-02 18:07:01,Node 4,31.530285,74.390065,Normal
2020-01-01 14:03:03,Node 5,31.482454,74.312273,Normal
2020-01-01 17:39:33,Node 6,31.432421,74.37853,Full
2020-01-04 00:00:07,Node 8,31.530905,74.339651,Overflowing
2020-01-02 03:15:24,Node 3,31.417459,74.315264,Empty
2020-01-02 03:56:29,Node 0,31.47043,74.271212,Full
